"license_type","license_number","business_county","business_name","business_address_line1","business_address_line2","business_city_state_zip","business_telephone","license_expiration_date_mmddccyy","owner_name","mailing_address_line1","mailing_address_line2","mailing_address_city_state_zip","mailing_address_county","owner_telephone","license_subtype","continuing_education_flag","business_mailing"
"Electrical Contractor","26711","TARRANT","STF DESIGN AND BUILD CO INC","2820 EAST BELKNAP ST",,"FT WORTH TX 76111","8178342177","10/11/2026","STF DESIGN AND BUILD CO INC","2820 E BELKNAP ST",,"FT WORTH TX 76111-4127","TARRANT","8178342177","EC","N","POINT (-97.33086 32.75095)"
"Electrical Contractor","40017","DALLAS","TRUE NORTH MANAGEMENT SERVICES LLC","1320 GREENWAY DR STE 600",,"IRVING TX 75038-2588","6367170111","02/26/2026","TRUE NORTH MANAGEMENT SERVICES LLC","2081 CORPORATE 44 DR",,"FENTON MO 63026-2517","DALLAS","6367170111","EC","N","POINT (-96.95532 32.81352)"
"Electrical Contractor","31666","DALLAS","SAFETY FIRST ELECTRIC, LLC","P0 BOX 166 ROWLETT RD",,"ROWLETT TX 75030-4017","4696230245","04/28/2027","SAFETY FIRST ELECTRIC, LLC","5923 CRESTBERRY LN",,"SACHSE TX 75048","DALLAS","4696230245","EC","N","POINT (-96.5696 32.90101)"
"Electrical Contractor","39996","HUNT","P3 PRO SOLUTIONS LLC","4726 COUNTY ROAD 3519",,"GREENVILLE TX 75402-8622","2145380774","02/21/2027","P3 PRO SOLUTIONS LLC","PO BOX 704",,"LONE OAK TX 75453-0704","HUNT","2145380774","EC","N","POINT (-82.4001 34.84829)"
"Electrical Contractor","34060","ROCKWALL","CROSSTIER ELECTRIC INC","459 EASTRIDGE DR",,"ROYSE CITY TX 75189-5509","2146933393","01/03/2027","CROSSTIER ELECTRIC INC","459 EASTRIDGE DR",,"ROYSE CITY TX 75189-5509","ROCKWALL","2146933393","EC","N","POINT (-96.33272 32.9751)"
"Electrical Contractor","39753","KAUFMAN","TWISTED H ELECTRIC","19201 COUNTY ROAD 243",,"TERRELL TX 75160-0909","2147738294","12/03/2026","TWISTED H ELECTRIC","19201 COUNTY ROAD 243",,"TERRELL TX 75160-0909","KAUFMAN","2147738294","EC","N","POINT (-96.27483 32.73797)"
"Electrical Contractor","30609","DALLAS","O3 HOME SOLAR, LLC","325 N SAINT PAUL ST STE 4550",,"DALLAS TX 75201-3801","8889992902","02/07/2026","O3 HOME SOLAR, LLC","PO BOX 131733",,"DALLAS TX 75313-1733","DALLAS","8889992902","EC","N","POINT (-96.7951 32.77823)"
"Electrical Contractor","37847","TARRANT","4N SERVICES AND POWER","5005 SUSAN LEE LN",,"NORTH RICHLAND HILLS TX 76180-","8179915276","03/01/2027","4N SERVICES AND POWER","5005 SUSAN LEE LN",,"NORTH RICHLAND HILLS TX 76180-","TARRANT","8179915276","EC","N","POINT (-97.22687 32.83863)"
"Electrical Contractor","41233","DALLAS","A.L.E. ELECTRICAL SOLUTIONS LLC","1919 PILGRIM DR",,"IRVING TX 75061-2012","2147105720","03/17/2027","A.L.E. ELECTRICAL SOLUTIONS LLC","1919 PILGRIM DR",,"IRVING TX 75061-2012","DALLAS","2147105720","EC","N","POINT (-96.95532 32.81352)"
"Electrical Contractor","30724","TARRANT","HYPERION ELECTRICAL CONTRACTORS INC","7360 DOGWOOD PARK DRIVE",,"RICHLAND HILLS TX 76118","8172692724","02/03/2027","HYPERION ELECTRICAL CONTRACTORS INC","7360 DOGWOOD PARK DR",,"RICHLAND HILLS TX 76118-6403","TARRANT","8172692724","EC","N","POINT (-97.23753 32.80821)"
"Electrical Contractor","24199","ROCKWALL","GENERAL TEXAS ELECTRIC","1328 MISSOURI",,"ROYSE CITY TX 75189","4695082360","10/15/2026","GENERAL TEXAS ELECTRIC","1328 MISSOURI ST",,"ROYSE CITY TX 75189-6289","ROCKWALL","4695082360","EC","N","POINT (-96.33272 32.9751)"
"Electrical Contractor","39082","DALLAS","TEXAS CHOICE ELECTRIC LLC","2417 W ROCHELLE RD",,"IRVING TX 75062-7153","4697322881","04/30/2027","TEXAS CHOICE ELECTRIC LLC","2417 W ROCHELLE RD",,"IRVING TX 75062-7153","DALLAS","4697322881","EC","N","POINT (-96.95532 32.81352)"
"Electrical Contractor","33741","DALLAS","KC CONSTRUCTION SERVICES, INC.","1535 CORPORATE DR",,"IRVING TX 75038","6825607300","07/10/2027","KC CONSTRUCTION SERVICES, INC.","1535 CORPORATE DR",,"IRVING TX 75038-2404","DALLAS","6825607300","EC","N","POINT (-96.95532 32.81352)"
"Electrical Contractor","39196","TARRANT","DOMADA ELECTRIC LLC","6330 NELL ST",,"FORT WORTH TX 76119-7434","8177032665","06/02/2027","DOMADA ELECTRIC LLC","6330 NELL ST",,"FOREST HILL TX 76119-7434","TARRANT","8177032665","EC","N","POINT (-97.33086 32.75095)"
"Electrical Contractor","32210","HUNT","4 ELECTRIC","8520 COUNTY ROAD 2276",,"QUINLAN TX 75474-3057","9032592900","11/30/2026","4 ELECTRIC","8520 COUNTY ROAD 2276",,"QUINLAN TX 75474-3057","HUNT","9032592900","EC","N","POINT (-96.13705 32.91038)"
"Electrical Contractor","31474","DALLAS","RODNEY HUTCHERSON","18484 PRESTON RD","SUITE 102 PMB167","DALLAS TX 75252","4697747492","05/04/2027","RODNEY HUTCHERSON","18484 PRESTON RD STE 102",,"DALLAS TX 75252-5474","DALLAS","4697747492","EC","N","POINT (-96.7951 32.77823)"
"Electrical Contractor","29368","DALLAS","PRATER ELECTRIC LLC","5216 DONOVAN CT",,"ROWLETT TX 75088","9406007667","01/02/2027","PRATER ELECTRIC LLC","5216 DONOVAN CT",,"ROWLETT TX 75088-6888","DALLAS","9406007667","EC","N","POINT (-96.5696 32.90101)"
"Electrical Contractor","41593","DALLAS","IPS GREEN ENERGY LLC","4414 E SIDE AVE",,"DALLAS TX 75226-1107","2145314226","06/26/2027","IPS GREEN ENERGY LLC","3550 COUNTRY SQUARE DR APT 306",,"CARROLLTON TX 75006-8729","DALLAS","2145314226","EC","N","POINT (-96.7951 32.77823)"
"Electrical Contractor","36184","DALLAS","EPIC ELECTRICIANS LLC","15716 GOLDEN CREEK RD",,"DALLAS TX 75248-4960","9723392322","07/01/2027","EPIC ELECTRICIANS LLC","15716 GOLDEN CREEK RD",,"DALLAS TX 75248-4960","DALLAS","9723392322","EC","N","POINT (-96.7951 32.77823)"
"Electrical Contractor","39920","DALLAS","THE LIGHT GROUP USA LLC","2251 TALON ST",,"GRAND PRAIRIE TX 75052-3030","2252784053","02/04/2027","THE LIGHT GROUP USA LLC","2251 TALON ST",,"GRAND PRAIRIE TX 75052-3030","DALLAS","2252784053","EC","N","POINT (-97.00685 32.74773)"
"Electrical Contractor","25531","DENTON","AQUAZUL ELECTRIC INC","2600 MERRYGLEN LN",,"FLOWER MOUND TX 75022","2145382143","11/04/2026","AQUAZUL ELECTRIC INC","2600 MERRYGLEN LN",,"FLOWER MOUND TX 75022-5351","DENTON","2145382143","EC","N","POINT (-97.05756 33.03444)"
"Electrical Contractor","40241","DALLAS","TEXAS ELECTRIC & LIGHTING LLC","734 GRANDVIEW AVE",,"SEAGOVILLE TX 75159-1724","4697033191","05/01/2027","TEXAS ELECTRIC & LIGHTING LLC","734 GRANDVIEW AVE",,"SEAGOVILLE TX 75159-1724","DALLAS","4697033191","EC","N","POINT (-96.54165 32.64892)"
"Electrical Contractor","40913","TARRANT","WHECO ELECTRIC LLC DBA WHECO CONTROLS","8501 JACKSBORO HWY",,"FORT WORTH TX 76135-4332","8172446660","12/02/2026","WHECO ELECTRIC LLC DBA WHECO CONTROLS","8501 JACKSBORO HWY",,"FORT WORTH TX 76135-4332","TARRANT","8172446660","EC","N","POINT (-97.33086 32.75095)"
"Electrical Contractor","38300","WISE","MONTE'S ELECTRIC LLC","227 DODGE CITY TRAIL",,"NEWARK TX 76071","5414809860","08/14/2025","MONTE'S ELECTRIC LLC","PO BOX 2361",,"SISTERS OR 97759-2361","WISE","5414809860","EC","N","POINT (-74.17421 40.73197)"
"Electrical Contractor","39636","PARKER","BARTO ELECTRIC LLC","109 DEERCHASE CT",,"AZLE TX 76020-1472","8178744913","11/04/2026","BARTO ELECTRIC LLC","109 DEERCHASE CT",,"AZLE TX 76020-1472","PARKER","8178744913","EC","N",
"Electrical Contractor","38652","TARRANT","NMJ ELECTRIC LLC","7216 RIVIERA DR",,"NORTH RICHLAND HILLS TX 76180-","8179611351","11/02/2026","NMJ ELECTRIC LLC","7216 RIVIERA DR",,"NORTH RICHLAND HILLS TX 76180-","TARRANT","8179611351","EC","N","POINT (-97.22687 32.83863)"
"Electrical Contractor","30273","ROCKWALL","FERRELL ELECTRIC, INC","2972 RUGER DR",,"ROYSE CITY TX 75189-5771","9726410600","05/23/2027","FERRELL ELECTRIC, INC","2972 RUGER DR",,"ROYSE CITY TX 75189-5771","ROCKWALL","9726410600","EC","N","POINT (-96.33272 32.9751)"
"Electrical Contractor","37647","COLLIN","INCON-TROL CONSTRUCTION, LLC","410 INTERCHANGE ST",,"MC KINNEY TX 75071-1829","2147338828","11/21/2026","INCON-TROL CONSTRUCTION, LLC","410 INTERCHANGE ST",,"MC KINNEY TX 75071-1829","COLLIN","2147338828","EC","N","POINT (-96.615 33.19916)"
"Electrical Contractor","38927","COLLIN","PEAK INDUSTRIAL POWER SERVICES, LLC","6901 K AVE STE 105",,"PLANO TX 75074","4695869767","03/06/2027","PEAK INDUSTRIAL POWER SERVICES, LLC","3511 BRIARCLIFF DR",,"PROSPER TX 75078-1609","COLLIN","4695869767","EC","N","POINT (-96.69925 33.02079)"
"Electrical Contractor","33001","TARRANT","INNOVATED ELECTRICAL","1121 KENNEDALE SUBLETT RD",,"KENNEDALE TX 76060-6506","8179469118","08/29/2026","INNOVATED ELECTRICAL","1121 KENNEDALE SUBLETT RD",,"KENNEDALE TX 76060-5821","TARRANT","8179469118","EC","N","POINT (-97.22476 32.64972)"
"Electrical Contractor","40475","DALLAS","ELITE POWER CONTRACTORS LLC","10209 PLANO RD STE 104",,"DALLAS TX 75238-1722","9034418348","07/14/2027","ELITE POWER CONTRACTORS LLC","10209 PLANO RD STE 104",,"DALLAS TX 75238-1722","DALLAS","9034418348","EC","N","POINT (-96.7951 32.77823)"
"Electrical Contractor","39510","ROCKWALL","MATTHEWS ELECTRIC SERVICES","113 STEVENSON DR",,"ROCKWALL TX 75087-5813","9727425336","09/23/2026","MATTHEWS ELECTRIC SERVICES","113 STEVENSON DR",,"FATE TX 75087-5813","ROCKWALL","9727425336","EC","N","POINT (-96.46058 32.93104)"
"Electrical Contractor","28711","TARRANT","NORTHGATE ELECTRIC","2200 CANTRELL SANSOM RD",,"FORT WORTH TX 76131-1606","8173065169","02/23/2027","NORTHGATE ELECTRIC","2200 CANTRELL SANSOM RD",,"FORT WORTH TX 76131-1606","TARRANT","8173065169","EC","N","POINT (-97.33086 32.75095)"
"Electrical Contractor","39393","PARKER","OLERA ELECTRICAL LLC","116 MICHAEL LN",,"WEATHERFORD TX 76088","8175658294","08/26/2026","OLERA ELECTRICAL LLC","116 MICHAEL LN",,"WEATHERFORD TX 76088-8975","PARKER","8175658294","EC","N","POINT (-97.80084 32.75901)"
"Electrical Contractor","31022","DENTON","ALCORN'S POWER HOUSE ELECTRIC LLC","315 N DALLAS ST",,"PILOT POINT TX 76258","9404351345","06/19/2027","ALCORN'S POWER HOUSE ELECTRIC LLC","315 N DALLAS ST",,"PILOT POINT TX 76258-2649","DENTON","9404351345","EC","N","POINT (-96.95954 33.39667)"
"Electrical Contractor","26917","COLLIN","ADIS ELECTRIC LLC","542 HAGGARD ST #506",,"PLANO TX 75074","2146131000","02/23/2027","ADIS ELECTRIC LLC","2204 SKILES DR",,"PLANO TX 75075-7454","COLLIN","2146131000","EC","N","POINT (-96.69925 33.02079)"
"Electrical Contractor","38222","WISE","MIDDLETON ELECTRIC LLC","511 RUNAWAY BAY DR",,"RUNAWAY BAY TX 76426-9434","8173129027","06/13/2027","MIDDLETON ELECTRIC LLC","511 RUNAWAY BAY DR",,"RUNAWAY BAY TX 76426-9434","WISE","8173129027","EC","N","POINT (-97.89186 33.16611)"
"Electrical Contractor","40122","ROCKWALL","EAST FORK INDUSTRIAL SERVICES LLC","20070 FM 2755",,"ROYSE CITY TX 75189","9728324994","03/31/2027","EAST FORK INDUSTRIAL SERVICES LLC","PO BOX 23",,"LAVON TX 75166-0023","ROCKWALL","9728324994","EC","N","POINT (-96.33272 32.9751)"
"Electrical Contractor","40573","TARRANT","LUMIN8 TRANSPORTATION TECHNOLOGIES LLC","821 E ENON AVE",,"FORT WORTH TX 76140-3529","8175617400","08/06/2027","LUMIN8 TRANSPORTATION TECHNOLOGIES LLC","5920 LAMAR ST",,"ARVADA CO 80003-5619","TARRANT","8175617400","EC","N","POINT (-97.33086 32.75095)"
"Electrical Contractor","30966","TARRANT","DARVILLE SERVICES, LLC","1205 COZBY ST EAST",,"BENBROOK TX 76126-3601","8177819477","05/22/2027","DARVILLE SERVICES, LLC","1205 COZBY ST E",,"BENBROOK TX 76126-3601","TARRANT","8177819477","EC","N","POINT (-97.45256 32.67881)"
"Electrical Contractor","32170","DALLAS","ANGEL ELECTRIC","3009 DOGWOOD DR",,"MESQUITE TX 75150-1829","2146030433","11/07/2026","ANGEL ELECTRIC","3009 DOGWOOD DR",,"MESQUITE TX 75150-1829","DALLAS","2146030433","EC","N","POINT (-96.60212 32.78343)"
"Electrical Contractor","37226","DALLAS","E & B ELECTRICAL CONTRACTORS LLC","4209 INDUSTRIAL STREET",,"ROWLETT TX 75088-3979","4697507482","06/16/2027","E & B ELECTRICAL CONTRACTORS LLC","4609 DEXHAM ROAD",,"ROWLETT TX 75088","DALLAS","4697507482","EC","N","POINT (-96.5696 32.90101)"
"Electrical Contractor","31119","DENTON","DOWN TO EARTH ELECTRIC INC","4341 KEYS DR",,"THE COLONY TX 75056-3236","2148598707","02/25/2026","DOWN TO EARTH ELECTRIC INC","4341 KEYS DR",,"THE COLONY TX 75056-3236","DENTON","2148598707","EC","N","POINT (-96.89243 33.09799)"
"Electrical Contractor","25385","TARRANT","WAYNE BRADSHAW ELECTRIC","2013 FAIRWAY BEND DRIVE",,"HASLET TX 76052","3256605200","08/15/2026","WAYNE BRADSHAW ELECTRIC","2013 FAIRWAY BEND DR",,"HASLET TX 76052-2805","TARRANT","3256605200","EC","N","POINT (-84.40843 42.74907)"
"Electrical Contractor","41385","DALLAS","ES ELECTRICAL LLC","5508 VILLAGE GREEN DR",,"MESQUITE TX 75150-1214","2148822581","04/22/2027","ES ELECTRICAL LLC","5508 VILLAGE GREEN DR",,"MESQUITE TX 75150-1214","DALLAS","2148822581","EC","N","POINT (-96.60212 32.78343)"
"Electrical Contractor","32655","DALLAS","PATRICK BRIDGES","270 WILLINGHAM DR",,"COPPELL TX 75019","4696699238","04/26/2025","PATRICK BRIDGES","270 WILLINGHAM DR",,"COPPELL TX 75019-4843","DALLAS","4696699238","EC","N","POINT (-96.99131 32.97656)"
"Electrical Contractor","31890","DENTON","GIZMO ELECTRIC","6496 GREEN VALLEY CIR",,"AUBREY TX 76227-4046","9403200521","07/25/2026","GIZMO ELECTRIC","6496 GREEN VALLEY CIR",,"AUBREY TX 76227-4046","DENTON","9403200521","EC","N","POINT (-96.98628 33.30412)"
"Electrical Contractor","32007","DALLAS","PLATA ELECTRIC LLC","7210 EUCLID DR",,"ROWLETT TX 75089-3086","2144041449","09/13/2026","PLATA ELECTRIC LLC","7210 EUCLID DR",,"ROWLETT TX 75089-3086","DALLAS","2144041449","EC","N","POINT (-96.5696 32.90101)"
"Electrical Contractor","33212","TARRANT","4 SQUARE ELECTRIC LLC","7355 W VICKERY BLVD UNIT 5B B",,"BENBROOK TX 76116-4302","8177349229","05/27/2026","4 SQUARE ELECTRIC LLC","4605 LASSEN CT",,"FORT WORTH TX 76132-2035","TARRANT","8177349229","EC","N","POINT (-97.45256 32.67881)"
"Electrical Contractor","25362","TARRANT","LECTRIC RAYS","4505 LAKEVIEW DRIVE",,"LAKE WORTH TX 76135-2231","8179031117","06/22/2027","LECTRIC RAYS","PO BOX 136543",,"FORT WORTH TX 76136-0543","TARRANT","8179031117","EC","N","POINT (-97.43624 32.81207)"
"Electrical Contractor","33426","TARRANT","S&K ACOSTA ELECTRIC LLC","10200 CARSON RANCH RD",,"CROWLEY TX 76036","8178059492","03/07/2027","S&K ACOSTA ELECTRIC LLC","10200 CARSON RANCH RD",,"CROWLEY TX 76036-9531","TARRANT","8178059492","EC","N","POINT (-97.35783 32.5793)"
"Electrical Contractor","35346","DENTON","HERITAGE ELECT. & TECH. SOLUTIONS, LLC","105 SHADOW CREEK LN",,"HICKORY CREEK TX 75065","6308880393","07/15/2026","HERITAGE ELECT. & TECH. SOLUTIONS, LLC","105 SHADOW CREEK LN",,"HICKORY CREEK TX 75065-0438","DENTON","6308880393","EC","N","POINT (-97.04734 33.12639)"
"Electrical Contractor","36294","WISE","PRECISION POWER","437 COUNTY ROAD 3330",,"BRIDGEPORT TX 76426","9405383013","08/13/2026","PRECISION POWER","1451 COUNTY ROAD 133",,"GAINESVILLE TX 76240-0713","WISE","9405383013","EC","N","POINT (-73.19064 41.18213)"
"Electrical Contractor","36609","TARRANT","COKER ELECTRICAL SERVICES, LLC","6313 LAKE WORTH BLVD #1009",,"LAKE WORTH TX 76135","2144051017","11/12/2026","COKER ELECTRICAL SERVICES, LLC","5621 COUNTY ROAD 803",,"JOSHUA TX 76058-5213","TARRANT","2144051017","EC","N","POINT (-97.43624 32.81207)"
"Electrical Contractor","36064","TARRANT","SPECIALTY ELECTRIC LLC","1105 MUSTANG RIDGE DR",,"HASLET TX 76052-4841","6825564162","05/23/2027","SPECIALTY ELECTRIC LLC","1105 MUSTANG RIDGE DR",,"HASLET TX 76052-4841","TARRANT","6825564162","EC","N","POINT (-84.40843 42.74907)"
"Electrical Contractor","41020","TARRANT","REVOLT ELECTRICAL PROS LLC","1010 E ARKANSAS LN APT 34",,"ARLINGTON TX 76014-1346","2144331256","01/08/2027","REVOLT ELECTRICAL PROS LLC","1010 E ARKANSAS LN APT 34",,"ARLINGTON TX 76014-1346","TARRANT","2144331256","EC","N","POINT (-77.08629 38.8905)"
"Electrical Contractor","35673","TARRANT","FARREL ELECTRIC","5032 BRITTON RIDGE LN",,"FORT WORTH TX 76179-5082","8178250943","01/17/2026","FARREL ELECTRIC","5032 BRITTON RIDGE LN",,"FORT WORTH TX 76179-4293","TARRANT","8178250943","EC","N","POINT (-97.33086 32.75095)"
"Electrical Contractor","39989","DALLAS","CIRCUIT PLANET ELECTRICAL SERVICES LLC","5112 WHITEHAVEN DR",,"GARLAND TX 75043-7646","2145144567","02/20/2027","CIRCUIT PLANET ELECTRICAL SERVICES LLC","5112 WHITEHAVEN DR",,"GARLAND TX 75043-7646","DALLAS","2145144567","EC","N","POINT (-96.63655 32.91427)"
"Electrical Contractor","25588","ROCKWALL","TEXAS ALL STAR ELECTRICAL GROUP","4749 SECRET COVE",,"ROCKWALL TX 75032","2148646079","09/15/2026","TEXAS ALL STAR ELECTRICAL GROUP","4749 SECRET CV",,"ROCKWALL TX 75032-6408","ROCKWALL","2148646079","EC","N","POINT (-96.46058 32.93104)"
"Electrical Contractor","41402","COLLIN","JEZ ELECTRICAL SOLUTION LLC","101 W MCDERMOTT DRIVE",,"ALLEN TX 75013","4699866820","04/27/2027","JEZ ELECTRICAL SOLUTION LLC","101 W MCDERMOTT DR",,"ALLEN TX 75013-2751","COLLIN","4699866820","EC","N","POINT (-96.67449 33.10162)"
"Electrical Contractor","39571","TARRANT","ACTUALLY ELECTRIC","5810 ROYAL CLUB DR",,"ARLINGTON TX 76017-4428","9078036595","10/03/2026","ACTUALLY ELECTRIC","5810 ROYAL CLUB DR",,"ARLINGTON TX 76017-4428","TARRANT","9078036595","EC","N","POINT (-77.08629 38.8905)"
"Electrical Contractor","30253","TARRANT","ASSOCIATED ELECTRICAL SYSTEMS","231 RANCHO DR",,"FORT WORTH TX 76108","8179296062","05/14/2027","ASSOCIATED ELECTRICAL SYSTEMS","231 RANCHO DR",,"FORT WORTH TX 76108-9212","TARRANT","8179296062","EC","N","POINT (-97.33086 32.75095)"
"Electrical Contractor","27730","DENTON","ENTECH SALES AND SERVICE INC","4325 DALE EARNHARDT WAY",,"NORTHLAKE TX 76262-2061","8177591663","01/12/2027","ENTECH SALES AND SERVICE INC","4325 DALE EARNHARDT WAY",,"NORTHLAKE TX 76262-2061","DENTON","8177591663","EC","N","POINT (-87.89979 41.90709)"
"Electrical Contractor","32417","TARRANT","FILECTRIC ELECTRICAL CONTRACTOR","2623 NW LORAINE ST",,"FORT WORTH TX 76106-5251","8178412271","02/17/2027","FILECTRIC ELECTRICAL CONTRACTOR","2623 NW LORAINE ST",,"FORT WORTH TX 76106-5251","TARRANT","8178412271","EC","N","POINT (-97.33086 32.75095)"
"Electrical Contractor","38303","COLLIN","DAVID & SONS ELECTRICAL CONTRACTORS LLC","302 COBBLESTONE DR",,"WYLIE TX 75098-7406","4696854210","07/18/2026","DAVID & SONS ELECTRICAL CONTRACTORS LLC","302 COBBLESTONE DR",,"WYLIE TX 75098-7406","COLLIN","4696854210","EC","N","POINT (-96.51472 33.02299)"
"Electrical Contractor","39868","DENTON","GOHLKE POOL SUPPLY INC","909 DALLAS DR",,"DENTON TX 76205-7246","9403847665","01/27/2027","GOHLKE POOL SUPPLY INC","909 DALLAS DR",,"DENTON TX 76205-7246","DENTON","9403847665","EC","N","POINT (-97.13163 33.21659)"
"Electrical Contractor","38880","COLLIN","SUNFLOWER CONSTRUCTION LLC","3948 SUNFLOWER LN",,"PLANO TX 75025-2021","8177891214","02/21/2025","SUNFLOWER CONSTRUCTION LLC","3948 SUNFLOWER LN",,"PLANO TX 75025-2021","COLLIN","8177891214","EC","N","POINT (-96.69925 33.02079)"
"Electrical Contractor","40089","TARRANT","ALL AMERICAN SOLAR LLC","350 RUFE SNOW DR",,"KELLER TX 76248-2185","8176008369","03/19/2026","ALL AMERICAN SOLAR LLC","350 RUFE SNOW DR",,"KELLER TX 76248-2185","TARRANT","8176008369","EC","N","POINT (-97.22646 32.93087)"
"Electrical Contractor","31401","DALLAS","ELECTRICAL WIREWORKS, INC.","442 SAN GABRIEL DR",,"SUNNYVALE TX 75182-4612","9729653117","11/11/2026","ELECTRICAL WIREWORKS, INC.","PO BOX 146",,"TERRELL TX 75160-0003","DALLAS","9729653117","EC","N","POINT (-122.03751 37.37188)"
"Electrical Contractor","39783","DALLAS","GONELECTRICAL LLC","514 FUTRELLE ST",,"MESQUITE TX 75149-4409","2148708356","12/17/2026","GONELECTRICAL LLC","514 FUTRELLE ST",,"MESQUITE TX 75149-4409","DALLAS","2148708356","EC","N","POINT (-96.60212 32.78343)"
"Electrical Contractor","30393","HUNT","TROUBADOUR ELECTRIC LLC","3099 E QUINLAN PKWY",,"QUINLAN TX 75474-8671","4694102253","07/29/2025","TROUBADOUR ELECTRIC LLC","3099 E QUINLAN PKWY",,"QUINLAN TX 75474-8671","HUNT","4694102253","EC","N","POINT (-96.13705 32.91038)"
"Electrical Contractor","41165","TARRANT","QUANTUM NORTH AMERICA LLC","5001 BLUE MOUND RD",,"FORT WORTH TX 76106-1916","8176246611","02/24/2027","QUANTUM NORTH AMERICA LLC","5001 BLUE MOUND RD",,"FORT WORTH TX 76106-1916","TARRANT","8176246611","EC","N","POINT (-97.33086 32.75095)"
"Electrical Contractor","40796","COLLIN","EXECUTIVE ELECTRIC","685 FRANKLIN LN",,"LAVON TX 75166-4401","9728548343","10/21/2026","EXECUTIVE ELECTRIC","685 FRANKLIN LN",,"LAVON TX 75166-4401","COLLIN","9728548343","EC","N","POINT (-96.4335 33.02674)"
"Electrical Contractor","39648","TARRANT","ADE ELECTRICAL GROUP LLC","10904 ROCKCHAPEL DR",,"FORT WORTH TX 76052-1054","6824190875","11/06/2026","ADE ELECTRICAL GROUP LLC","10904 ROCKCHAPEL DR",,"HASLET TX 76052-3174","TARRANT","6824190875","EC","N","POINT (-97.33086 32.75095)"
"Electrical Contractor","32057","DALLAS","LLOYD MASON DBA LM ELECTRIC","415 N BRIERY",,"IRVING TX 75061","2145326403","09/09/2026","LLOYD MASON DBA LM ELECTRIC","813 HAWTHORNE RD",,"ANNA TX 75409-4510","DALLAS","2145326403","EC","N","POINT (-96.95532 32.81352)"
"Electrical Contractor","32262","DALLAS","V&V ELECTRIC GROUP","430 CLEARFIELD DR",,"GARLAND TX 75043-3015","2149246524","03/17/2027","V&V ELECTRIC GROUP","430 CLEARFIELD DR",,"GARLAND TX 75043-3015","DALLAS","2149246524","EC","N","POINT (-96.63655 32.91427)"
"Electrical Contractor","29388","COLLIN","TWO WOLVES ELECTRIC","909 WILLOW TREE DR",,"MCKINNEY TX 75071","2147639411","02/04/2027","TWO WOLVES ELECTRIC","3217 DARBY DR",,"DALLAS TX 75227-5352","COLLIN","2147639411","EC","N","POINT (-96.615 33.19916)"
"Electrical Contractor","37712","JOHNSON","STILLWATER ELECTRIC LLC","716 CROCKETT DR",,"BURLESON TX 76028","8178803960","01/05/2027","STILLWATER ELECTRIC LLC","PO BOX 2382",,"AZLE TX 76098-2382","JOHNSON","8178803960","EC","N","POINT (-97.32166 32.56312)"
"Electrical Contractor","27515","WISE","ROBBIE WILSON ELECTRIC","313 COUNTY ROAD 4576",,"BOYD TX 76023-4602","8176913935","08/18/2026","ROBBIE WILSON ELECTRIC","PO BOX 1567",,"BOYD TX 76023-1567","WISE","8176913935","EC","N",
"Electrical Contractor","39470","TARRANT","ELECTRA TEX, LLC","7451 BENNETT LAWSON ROAD",,"MANSFIELD TX 76063-4806","4697924465","09/13/2026","ELECTRA TEX, LLC","7451 BENNETT LAWSON RD",,"MANSFIELD TX 76063-4608","TARRANT","4697924465","EC","N","POINT (-97.14185 32.56517)"
